title,review
엑스맨: 아포칼립스,"﻿ ﻿,​ 엑스맨:아포칼립스 ( X-Men: Apocalypse          ,      2016),​,​,엑스맨: 아포칼립스,리뷰보기,,,​,처음으로 두번 본 영화 .,친구랑 약속깨져서 보다가 마지막 30분여를 앞두고 뛰쳐나갔는데,,결말이 너무 궁금해서 ​약속 끝나구 막차시간 아슬아슬하게 냅두고 또봤다....ㅋㅋㅋㅋ,친구가 나보고 미친년이래.....ㅋㅋㅋㅋㅋ,그치만 궁금한걸 어떡하지.....ㅋㅋㅋㅋㅋㅋ,​,일단 나는 최근에 봤던<시빌워>보다는 <엑스맨>이 더 재미있게 봤다.,시빌워나 엑스맨이나 똑같이 팀원 모아서 싸우는 비스무리한 내용이었지만, 더 두근거렸다랄까?,그리고 뜬끔없지만 매그니토, 헨리의 눈이 너무 예뻤다.,그렇게 아내와 딸을.... 진짜 애잔함..,그리고 그 눈에서 새로운 레이저(?)를 발사한 동생. 그 형도 애잔함..,이번편은 너무 헛된 죽음들이 많았던 것 같아.,천사날개도 결국 죽는거잖아?,​,그래도 후속으로 이어질 것 같은 울버린도, 내가 좋아하는 퀵실버 이야기도 너무 기대된다.,아니 그리고 빡빡이로 머리 바뀌니까 너무 말라보이시는 것 같은 교수님...,​,​,​,추천하였습니다."
엔티티: 죽음의 웹사이트,추천하였습니다.
엔티티: 죽음의 웹사이트,",​,엔티티: 죽음의 웹사이트,리뷰보기,엔티티: 죽음의 웹사이트 La Entidad , The Entity , 2015,음...여자가 X년. 스포일러가 될수 있는 내용이지만, 남자들 죄다 불쌍하냐.,<줄거리> 이상한 고문 비디오를 보게 되고, 본 사람은 저주를 받게 된다는 이야기. 짧았던 비디오는 이상하게 계속 재생하게 되고, 점차 인물은 바뀌게 되는데.. 악마의 저주일까. 지금 이 영화를 보고 있는 당신에게도 겟츄~♥ 갈지도 모르겠군요. 악마의 속삼임과 저주를... 에헷v,<총 평점★1.0> 추천하지 않습니다. <배우★1.1> 공포성이 안느껴진다랄까나... <내용★0.5> 재미가 없음. <음향&음악★1.5> <공포★1.0> 깜놀하는 장면이나 잔인한 장면 좀 나올 줄 알았는데, 하나도 안나와서..아쉬웠음. 그나마 점수는 분장 점수.,,,추천하였습니다."
엑스맨: 아포칼립스,"엑스맨: 아포칼립스,리뷰보기,,,,,,,,,2016.06.03(금) 울산삼산 CGV 기원전부터 존재한 최초의 돌연변이 아포칼립스!! 첫장면에서 고대 이집트 장면부터 너무나 웅장했어요~ 돌연변이의 능력을 흡수하는 이런 사기캐릭터 같으니라고, ㅋㅋ ​,,,​,에릭(매그니토) 는 잘살아 보겠다는데 사회가 왜 방해하는건데!! 악역이지만 연민의 정을 느끼게 되더라고요 ㅠㅠ 찰스(프로페서X) 가 왜 탈모인의 길을 걷게되는 이유도 나옵니다. 이거보고 엑스맨 다시 전편부터 파악해봐야 겠네요,​ 그냥 지나치긴 아쉬운 불금을 보내기엔 재밌는 영화였어요 ㅋ,,​,,,추천하였습니다."
엑스맨: 아포칼립스,"엑스맨: 아포칼립스,리뷰보기,,“강한 자만이 살아남을 것이다” 아포칼립스 고대부터 신으로 숭배 받아왔던 최초의 돌연변이 아포칼립스가 수천 년간 무덤에 잠들어 있다가 1983년 이집트에서 깨어난다. 타락한 문명에 분노한 아포칼립스는 절망에 잠긴 매그니토를 비롯하여, 스톰, 사일록, 아크엔젤에게 보다 강력한 힘을 주며 자신의 수하 ‘포 호스맨’으로 삼는다. 그리고 인류를 멸망시키고 새로운 세상을 건설하여 강한 자들만의 세상을 만들려고 한다. “지켜야 한다” 엑스맨 한편, 프로페서 X는 어린 돌연변이들을 위한 영재학교를 설립해 인간과의 평화로운 공존과 희망을 찾을 수 있도록 가르친다. 아직은 스스로 능력을 통제하지 못하는 진 그레이를 통해 아포칼립스가 초래한 인류의 멸망을 예견하게 된 프로페서 X는 미스틱과 함께 젊은 돌연변이들로 이뤄진 엑스맨을 결성한다. 아포칼립스를 막기 위해 사상 최대의 전쟁에 나서게 된 그들. 도저히 막을 수 없는 적과 싸워야만 하는데… 인류의 운명을 건 마지막 전쟁! 당신의 엑스맨은 지금부터 시작이다!,,추천하였습니다."
엑스맨: 아포칼립스,"엑스맨 : 아포칼립스,X-Men: Apocalypse, 2016,,엑스맨: 아포칼립스,리뷰보기,,요즘 아이맥스는 계속 용산에서만 봤었는데,간만에 왕십리 아이맥스 갔더니 확실히 왕십리 아이맥스 가 더 좋긴 좋음 ㅋ,다음부터 아이맥스는 되도록 왕십리에서만 봐야겠다.,,암튼 엑스맨 아포칼립스 나는 너무 재밌게 봤다.,엑스맨 시리즈 자체를 단 한번도 본적이 없어서 비교할 수도 없고,내용이 좀 연결되거나 그런것도 전혀 모르지만,내용 하나도 모르고 봐도 전혀 문제 없이 즐길 수 있었다.ㅋ,물론 내용을 더 많이 알면 옛날 회상장면이나 나중에 일어난 일들에 대한,어떤 설명이 될수도 있으니 더 재미있겠지만,어차피 나는 다 봤어도 기억 못하는 편이니까 상관없음 ㅋ,,일단 무엇보다 제일 좋았던건 배우들이 매력적이라 보는 내내 즐거웠던거.ㅋ,첨봤을때부터 좋아했던 제임스 맥어보이 . 몇년간 좀 싫어졌었는데,이 영화보고 다시 좋아짐. 아 역시 잘생겼다. ㅠㅠ,마이클 패스벤더도 좋은 배우고. 다만 제니퍼 로렌스는 너무 싫어해서 영화 몰입에 좀 방해됨.,근데 나이트크롤러역의 배우가 알고보니 옛날에 더 로드에 나왔던 그 꼬마아이라니! 충격 ㅋ,,제일 기억에 남는 장면은 역시 폭발장면에서 퀵실버가 사람들을 구해내는 장면.,리듬감과 함께 재치와 유머가 녹아든 명장면임 ㅋ,,엑스맨 팬들한테는 별로 좋지 못한 평가를 받고 있다는 얘기도 듣긴 했는데,스토리든 뭐가 어쨌든 간에 캐릭터 한명한명 다 매력있고,난 그냥 재밌게 본 간만에 완전 만족스런 엔터테이닝 영화였음.,,2016.5.28 오후4:30 왕십리CGV,,추천하였습니다."
엔티티: 죽음의 웹사이트,",,클릭하는 순간, 악몽이 시작된다!,백 개가 넘는 동영상에 똑같은 실체가 나타났다”,“이 동영상들은 전세계에서 암암리에 가장 무서운 전설이 되었다”,,영상 수업 과제를 위해 모인 4명의 친구들은,무서운 영상을 보고 놀라는 모습을 담은 ‘리액션 비디오’를 찍기로 한다.,그러던 어느 날, 자료조사를 하던 중 한 인터넷 웹사이트에서,사람들이 의문사를 당하는 동영상을 발견하게 되고,,그 영상의 비밀을 파헤치는 동안,,4명의 친구들에게 무서운 일들이 벌어지기 시작하는데…!,추천하였습니다."
엘 꼰도르 빠사,"엘 꼰도르 빠사,리뷰보기,,이 작품, 제작은 2012는인데, 이제서야 개봉한거야??,그나마 요즘 강예원의 작품들이 눈에 띄나 했더니 유명세에 힘입어 무더기 방출인건가??,,아무튼, 이 작품은 소소한 드라마다. 개인적으로는 강예원이 딱히 연기를 그렇게 잘하는 배우인가는 좀 의문이다.,한가지 짜증내는 히스테리컬한 연기는 그야말로 적성인것 같지만 말이다.,,한 휴게소에서 벌어지는 작은 기적과 같은 일들을 담은 영화인데, 좋게말하면 소박하지만 따뜻하나,스토리를 보자면 그야말로 별 내용없는 영화이기도 하다.,,크게 재미있지는 않았다. 다만 그안에 담겨진 음악이나 소소함은 나쁘지 않았던 것 같다.,여기서 잠깐 이 영화를 여타의 밍밍한 일본영화들과 잠시 비교를 해보자면, 이 영화도 나름은 심심한 맛을 가지고 있다.,하지만 한국사람들은 이미 자극에 익숙해질때로 익숙해져서 그냥 밍밍하기만 하면 안된다고 생각한건지,,남미음악이라는 색위에 한국식 피로를 구겨넣었다. 빚이니 자살이나 하는 등의 약간은 부가적이지만 삶의 무게를 이렇게..,,아무튼, 내용은 너무 동화적이고 1차원적이라고 딱히 말할건 없기도 하다.,그냥 강예원빨로 한번 밀고 나가보려는 영화였다는 것이 가장 큰 느낌이다. ;;;,,,추천하였습니다."
엑스맨: 아포칼립스,",,,,,안녕하세요!!!!!!!!!!!!,,,저는 이번에 <엑스맨 :아포칼립 스> 를 보고왔어요!,​,,,,,,,저는 마블코믹스의 열렬한 팬이라 번 엑스맨시리즈를 무척이나 기대하고 있었답니다,그래서 아포칼립스가 개봉하자마자 바로 영화관에 달려갔답니다!,(비록, 리뷰는 뒤늦게 남기지만요...ㅎㅎ),,,,,,,,,,,,,우선 아포칼립스 이전 이야기 <데이즈 오브 퓨처 패스트>의 쿠키영상에 나왔던 아포칼립스!,고대부터 신으로 숭배받았던 최초의 돌연변이 입니다.,오랜시간 잠들어 있다가 깨어난 뒤 인류를 멸망시키고 새로운 세상의 건설을 위해,'포 호스맨'을 모으기 시작합니다.,,,,​,,,,​훗날 영재학교의 선생님이 되는 '스톰'이 악역으로 나오게 됩니다.,스톰의 과거 이야기를 알 수 있어서 좋았어요!,,그리고 '매그니토' 또한 아내와 딸을 잃은 절망 속에 있다가 '포 호스맨'에 합류하게 됩니다,,,,,,,,악역으로 자주 등장하긴 하지만 능력은 정말 대단한 '매그니토',,,,,,,,,그리고 그에 맞서서 세상을 지키려고 하는 엑스맨 군단입니다!,​,​,,,,,,제가 정말 좋아하는 제임스 맥어보이가 연기한 '프로페서 X',그리고 엑스맨 군단의 리더역할을 잘 해낸 '미스틱',,,'사이클롭스'와 '진 그레이'의 앳된 모습을 볼 수 있었던 점도 좋았습니다.,,,매그니토는 모르지만 그의 아들인 '퀵 실버' 또한 엑스맨에 합류하는데,퀵 실버가 나오는 씬들은 마블 영화의 소소한 즐거움을 보여주어서 좋았습니다!,(퀵 실버 너무 귀여워요 :->),,,,,,​,,,,찰스 교수님 능력쓸 때 왠지 모르게 멋있는 것 같아요 >//<,(머리가 길 때도 멋있고, 민머리가 되어도 멋있어요♡),,,,​,,,,영화 속에서 다시 볼 수 있어서 가장 좋았던 '사이클롭스♡진 그레이',,,이전 시리즈들에서의 성숙한 모습들이 조금 더 매력있긴 했지만,아직 능력을 잘 다루지 못하는 미숙하고 앳된 모습도 색다르고 좋았어요!,,,,​,,​,,,,아포칼립스의 대표적인 등장인물을 나타내는 일러스트!,각 캐릭터들의 능력과 외향을 잘 나타낸 듯 해요! 정말 귀여운듯!,,,,,,,,,,,,-,,,이전 작품 <엑스맨:데이즈 오브 퓨처 패스트>에서 뒤바뀐 과거의,시작이라고 할 수 있었던 <엑스맨:아포칼립스>!,,,주요 등장인물들의 과거 이야기들을 영화에서 자연스럽게 잘 보여주어서,엑스맨 시리즈를 봐오며 쌓아왔던 질문들의 해답을 본 기분이 들었습니다.,,다른 관객들을 어떻게 생각할지는 모르겠지만,,개인적인 생각으로는 '마블코믹스'의 영화는 질리지가 않습니다.,,여러 시리즈들의 연결관계나 과거와 현재, 미래를 넘나들면서,스토리를 이어나가는 능력이 정말 대단하다는 것을 또 한번 느끼게 되었습니다!,,,또한,,쿠키영상으로 인하여 저는 엑스맨 다음 시리즈를 애타게 기다리고 있을 듯 합니다.,,,,,★★★★☆,(4.5점),,,,,,,,,,,,,엑스맨: 아포칼립스,리뷰보기,,,,,,,,추천하였습니다."
엘 꼰도르 빠사,"엘 꼰도르 빠사,리뷰보기,,,,나만의 평점 : ★★☆☆☆ (2점),,전혀 공감대를 형성하지 못하는 하나의 비국적인 영화.,억지스럽게 감동을 만들어 가지만 전혀 감동스럽지 않고 무조껀적으로 아름다움을 주입하지만 전혀 아릅답지 않은 영화.,강예원이 이렇게 어설픈 연기자인지 다시금 느끼게 되었으며 주연보다 조연의 연기력이 뛰어날수 있다는걸 오랫만에 느끼게 된 영화.,강예원이 출연한 퀵과 해운대 이외엔 다른 작품은 생각도 잘 안난다. 얼마전 진짜사나이의 여군특집에 나와서 질질짜는 모습때문에 관심있게 봤는데 요즘개봉한 또는 앞으로 개봉할 영화에서도 이런수준의 연기라면 이정도의 인기가 적정한 수준이 아닐까 싶다.,영화는 전체적으로 차분하고 조용하게 흘러가는데 아무리 산골 휴게소라도 너무 말도 안되는 설정이 아닌가...,손님이 없다는건 그렇다쳐도 휴게소에서 결혼식이라니...,영화를 보는 동안 불편한점이 한둘이 아니였지만 가우사이 밴드의 음악은 참 흥미로웠고 조연으로 나온 두분(최현숙,안세하)의 연기가 인상 깊었다.,독립영화라고는 하지만 조금더 다듬어진 스토리라인과 억지스럽지않은 설정으로 만들어졌으면 좀더 좋았을껄이란 생각을 해본다.,,마지막으로...   영화의 배경인 불영계곡에 가보고 싶다.^^,추천하였습니다."
엘 꼰도르 빠사,"감독 송재용,주연 강예원, 가우사이밴드,,쟝르 드라마,내 맘대로 평점 7.5,,,수하는 아버지의 유산으로 물려받은 시골휴게소로 돌아왔다,손님이 거의 없는 휴게소에는 오래동안 그곳을 지켜온 직원 박씨와 상근이 있다 .,,뎅그런 그곳에 군기를 잡고 음식맛을 개선하여 손님을 끌려하지만 쉽지가 않다 .,오빠라는 사람이 찾아와 조카를 2 주간 맡아달라는 바람에 졸지에 조카까지 떠맡는다 .,,그러던중 에콰도르 거리의 악사 4 인(가우사이밴드),이 찾아와 공연을 하는 대신에,잠자리를 제공 받기를 요구한다 .,날마다 날마다 휴게소 입구에서 다시 오지 않을 아빠를 기다리는 소정.,그의 입을 열려고 온갖 재미있는 일을 꾸미는 악사들 .,,하루는 은행에 다녀온 수하는 청천병력과도 같은 소식을 듣는다 .,은행원으로부터 오빠가 휴게소를 2억원에 저당잡혔다 말을 듣고 그만 망연자실 하고 만다.,그리고 연이은 오빠의 사망 소식.....,,그러나 그들 모두는 삶의 터전인 휴게소를 살리려 최선을 다하고, 그 과정에서 손님이 하나 둘씩,늘어난다.,그들에게도 어느 정도 자신감이 생긴 것이다.,수하도 그곳에 정이 들고 또 희망도 품게 되었다.,,휴게소가 어느 정도 자리를 잡자,,에콰도르 4 인조는 이제 그곳을 떠나려한다 .,그들의 음악과 삶은 어느 한 곳에 머물지 않기 때문이다 .,,떠나는 날 소정에게 아카리나를 선물하고는 그들의 갈길을 간다 .,소정은 이순간, 잃었던 말을 찾게 된다 .,,그러나 원스처럼 주인공이 음악을 하는 영화라든가, 아니면 카모메 식당처럼 주인공이 음식을 하는 영화가,아니라서 이 영화에서 여주인공이 하는 역할이 정확히 무엇인지 모호하다.,,또 한가지 아쉬운 점은 수하와 함께 역경을 이겨낸 사람들의 삶에도 시간을 좀 배려했으면 좋았을 것이다.,,https://youtu.be/7_JUR0zSYWw,,,,,,,,,,,,,추천하였습니다."
엘비스와 대통령,",,추천하였습니다."
엘비스와 대통령,",,,로큰롤의 황제 엘비스 프레슬리와 미국 대통령 리처드 닉슨의 비밀 회동에 얽힌 초특급 비화를 그린,실화 코미디 <엘비스와 대통령>이 메인예고편을 드디어 공개했습니다.,,,,엘비스와 대통령 (2016.11.30),,마이클 섀넌 / 케빈 스페이시 / 알렉스 페티퍼 / 조니 녹스빌 / 콜린 행크스,,코미디 / 12세 관람가,,,,,,,세계적인 팝스타 엘비스 프레슬리를 모르는 사람은 아마 아무도 없을 겁니다.,10대들도 알지 않을까 싶은데요, 우리가 알고 있는 팝스타 엘비스와 미국의 대통령이었던 리처드 닉슨의 황당한 실화를 바탕으로 만들어진 코미디 작품입니다.,,일단 포스터만 봐도 뭔가 황당하면서 코미디라는 장르답게 꽤 재미가 있을 것 같은 기대감이 큽니다.,더구나 실화를 바탕으로한 작품이라기에 더욱 더 눈길이 가는 작품이죠.,,오는 11월 30일 개봉을 앞두고 있습니다.,,,,시놉시스,,1970년 12월 21일 극적으로 성사된 백악관 비밀 회동의 전말이 드러났다.,<엘비스와 대통령>은 '미국 국립 보존 기록관' 문건 중 최다 열람 요청을 기록한 엘비스와 닉슨의 기념촬영 사진에서 시작된 실화 영화다.,6,70년대 팝의 황제로 유명세를 떨친 엘비스와 70년대 워터게이트 스캔들로 불명예 사임한 재37대 미국 대통령 닉슨의 이야기를 코믹하고 재치있게 그려냈다.,,트레이드 마크인 가죽재킷과 구렛나루,선글라스에 화려한 벨트까지 착용하고 백악관을 찾아간 엘비스.,대통령과 면담 요청 편지를 전달하는 그의 진지한 모습에 비장함 마저 느껴져 웃음을 유발한다.,,닉슨은 엘비스와의 미팅을 주선하려는 보좌관에게 '로큰롤 가수 나부랭이를 대통령 집무실에 부를 수는 없어' 라며 일축하는 거만함을 보여준다.,그는 실제로 재임시절 언론과 연예계의 영향력을 간과한 대통령으로 알려져있다.,,국가를 대위기에서 구해내기 위해 FBI 위장요원을 시켜달라는 엘비스의 터무니 없는 제안에 당황한 닉슨의 표정들.,,,,,,,<엘비스와 대통령> 메인 예고편,,,,* 본 포스팅은 해당 영화사로부터 어떠한 금전적인 부분 없이 차후에 시사회 초대를 받기로 한 뒤에 작성된 것임을 알려드립니다 *,,,* 공감 클릭은 기본이거 아시쥬~? *,,,,추천하였습니다."
엘비스와 대통령,",,,,12월 6일 화요일. 영화 앨비스와 대통령을 보고 왔다. 이벤트에 당첨되어서 예매권이 생겨서...,,근데.. 인기가 없는 영화인지 상영관이 거의 없다.. 겨우겨우 찾아서 충장로 메가박스를 찾았다.!!,,그것도 하루에 딱 한번하네.. 이제 상영 안하고 그냥 내리는 듯.,,. 그냥 안 쓰고 버려버릴까 하다가. 친구가 같이 본다고 해서 그냥 갔다.. 네이버에 검색해보니,,1970년대를 주름잠았던 로큰롤의 제왕 엘비스 프레슬리와 닉슨 미국 대통령에 관한 내용이다.,,.!!!!!!!!!!!,,,영화관에 들어서는데.. .! 평일이라고 해도 그렇지. 사람이 아무도 없다.. 상영하고 10분이 넘,,어서 갔는 데도 .!! 이렇게 사람이 없을 줄은 몰랐다. !! 아무도 없다 .!!,,무지하게 편하게 봤다. 아무데나 앉아서 두 다리 쭉 뻗어서 .!! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이,,런 경험은 처음인 듯 .!!,,영화내용으로 들어가보면 로큰롤의 제왕 엘비스가 무턱대고 백악관을 들어가겠다고 하면서 자기를 요,,요원으로 임명해주라하는건데 완전 코믹이다.. 여기서 나는 대통령의 태도를 주의깊게 보았다.. 이 영,,영화를 보면서 우리나라 대통령의 현 상황을 생각해 보았다... 그냥 엉망이다.,,,언제 정상적인 나라가 될런지..,,,,추천하였습니다."
엘비스와 대통령,",역대급 똘끼의 만남,그리고 이제야 밝혀지는 역사적 뒷이야기...,,,,,​ [무비럽의 영화세상],2016년 No.21 예매권 이벤트,,,엘비스와 대통령,Elvis & Nixon , 2015,,,2016.11.30 개봉 / 86분 / 12세 이상 관람가,,,감독 : 리자 존슨,,​,출연,마이클 섀넌(엘비스 프레슬리), 케빈 스페이시(리처드 닉슨),​,,,,​ 로큰롤의 황제 '엘비스 프레슬리',,​ VS,​,미국의 37대 대통령 '리처드 닉슨',​,,​,두 유명인 사이에 일어났던 기막힌 이야기...,전 세계 팬들의 열렬한 사랑을 받고 있는 로큰롤의 황제 '엘비스' 가 FBI 정보국 요원이 되겠다며,미국의 대통령 '닉슨' 과 단판을 벌였다는 믿기 어려운 뒷이야기를...,,​,,,[캐릭터 예고편 영상],,​,,,,,,비밀 요원을 시켜달라는 로큰롤 황제와,어디 감히 딴따라 주제에 FBI 요원을 하겠다며 콧방귀를 뀌는,꼰대 대통령과의 역사적 비화를 담아낸 영화,[엘비스와 대통령],,[마이클 섀넌]과 [케빈 스페이시 ] 두 배우가 펼치는,두 똘끼 가득한 캐릭터들의,대결의 결과는 과연 어떻게 끝나게 될지...,,,,,,​,,​,,,,​,연예계 스타와 정치적 거물의 만남을 통해 보여주는 풍자스러운 코믹함이,물씬 담길듯한 예상을 하는 가운데 나라가 어수선한 요즘의 세태를 잊고,재밌는 영화 한편으로 맘을 달래줄 수 있는 기회를 찾아보시기 바라면서...,,,,,,,엘비스와 대통령,리뷰보기,,추천하였습니다."
엘비스와 대통령,"엘비스와 대통령,리뷰보기,,,리자 존슨감독/코미디/미국/85분/2016.11.30.개봉/12세 관람가,출연 : 마이클 섀넌(엘비스 프레슬리), 케빈 스페이시(리처드 닉슨),,로큰롤 황제 엘비스가 대통령과 맞장뜬 이유?,최고 스타와 최고 권력자의 초특급 만남의 전말이 공개됩니다..,,,,,,,동영상이 첨부되었습니다. 원본보기,,,FBI배지를 갖고 싶은 엘비스 그리고 이를 철벽 사수해야하는 꼰대 대통령 닉슨,1970년 12월 21일 극적으로 성사된 백악관 비밀회동 의 전말을 코믹하고 재치있게 그린 영화로,미국 국립 보존 기록관 문건중에서 최다 열람 요청을 기록한,엘비스와 닉슨의 기념촬영 사진에서 시작된 실화영화라고 합니다.,,​,​,국가를 대위기에서 구해내기위해 FBI위원장을 시켜달라는 엘비스의 터무니 없는 제안,당황해하는 닉슨...,천의 얼굴을 지닌 배우라 평가 받고 있다고 하는 마이클 섀넌. 엘비스 연기를 넘 잘해내는것 같습니다.,역대급 꼰대 닉슨역의 케빈 스페이시도 만만치 않구요...,,,​,,,,,,,,한 시대를 풍미했던 로큰롤의 대명사 엘비스 프레슬리,46년만에 밝혀지는 닉슨과의 역사적만남,실화코미디 [엘비스와 대통령] 11월 30일 개봉합니다.,,추천하였습니다."
엘비스와 대통령,",,엘비스와 대통령,Elvis & Nixon, 2016,,코미디 / 미국 / 85분 / 2016 .11.30 개봉,,,,마이클 섀넌,,,케빈 스페이시,,,,줄거리,,“비밀 요원 시켜줘!” _ ‘엘비스 프레슬리(마이클 섀넌)’ 현실:  미국 FBI 정보국 요원 지망생 스펙:  온 몸에 총을 숨기는 치밀함, 영화 배우로서의 분장술, 약쟁이 스타들과의 인맥, 가라테/권법/태권도 유단자. “딴따라 주제에 감히?!” _ ‘리처드 닉슨(케빈 스페이시)’ 현실:  딸의 전화 한 통에 벌벌 떠는 딸바보 스펙:  손에 꼭 쥔 녹음기, 깐깐력 100만점, 고구마 100개 먹은 듯한 답답함, 남의 말은 모두 무시. FBI 배지를 갖고 싶은 로큰롤 황제 ‘엘비스’, 이를 철벽 사수해야 하는 꼰대 대통령 ‘닉슨’ 역대급 똘끼들의 역사적 만남이 시작된다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,추천하였습니다."
엘비스와 대통령,",,,,,,영화를 보다 보면 도대체 이 영화는 무슨 목적으로 만든 걸까, 이 영화를 통해서 무슨 이야기를 하고 싶었던 것일까, 요즘 흔하게 이야기하는 세계관까지는 아니어도 그 영화를 관통하는 주제라도 있어야 하는데, 당최 그 목적을 알 수 없는 영화를 접할 때가 있다.. 이번에 이야기하려는 영화도 바로 그런 영화 중의 하나인데, <Elvis & Nixon (한국 개봉제목: 엘비스와 대통령)> 라는 영화다.. 개인적으로 Elvis Presley의 팬이어서 제법 관심을 갖고 이 영화를 봤는데, 영화를 보고 나서 제일 처음 느낀 감정은 “이게 뭐지..?”였다.. 일단 내용 자체가 특별한 것이 없다.. 주인공 Elvis Presley가 어느 날 뜬금없이 나라를 걱정하는 마음에 대통령으로부터 비밀요원이라는 신분과 함께 배지를 받고 싶다는 생각이 들어 백악관을 직접 찾아가 단독접견을 요청하게 되고, 그를 탐탁치 않았던 대통령이 결국에는 그와 만나 이런저런 이야기를 나누게 된다는 내용이다.. 그런데, 일단 이 영화의 배경이 실화를 바탕으로 만들어진 거라고 한다.. 포털사이트에 나와 있는 자료를 보니 1970년 12월 21일에 Elvis Presley와 그 당시에 대통령이었던 Richard Nixon이 비밀회동을 가졌다고 되어 있는데, Elvis Presley의 실제 친구이면서 오랜 시간 동안 그의 매니저로 일을 했었던 Jerry Schilling의 회고록에 있던 내용을 토대로 해서 만든 영화라고 한다..,Elvis Presley는 포털사이트에서 검색해 보면 알겠지만, 살아 생전에 전세계를 호령했던 세계적인 톱스타였다.. 1935년에 태어나 1954년에 음악활동을 시작했고, 1956년부터 조금씩 이름을 알리기 시작해서 Pop, Country, Blues 등 다양한 장르의 음악을 통해 톱스타 반열에 올랐고, 수많은 영화를 찍기도 했으나 1977년 42세라는 한창 젊은 나이에 마약 중독으로 인한 건강악화로 사망했다고 하는 당대 최고의 가수였다.. 그런데, 일부 자료에 의하면 그는 미국 몇몇 주의 보안관 배지를 소유하고 있기도 했으며, 미국의 연방수사국인 FBI의 배지를 상당히 갖고 싶어했다고 한다.. 그런 모습들이 영화를 통해서도 여실히 드러나는데, 젊은이들이 마약에 찌들어가고, 데모를 하는 등의 모습에 반감을 갖고 있었던 것으로 표현이 되고 있다.. 그리고, 또다른 주인공인 Richard Nixon은 미국의 37대 대통령이며, 한때 미국을 발칵 뒤집어 놓았던 희대의 사건이었던 Watergate사건으로 인해 미국 대통령 중에서 유일하게 재임 중에 사임한 대통령이기도 하다.. 그런데, 그런 두 사람이 비밀리에 회동을 가졌다는 기록이 세월이 많이 지난 후에 발견이 되었고, 그 사실에 흥미를 느낀 감독이 약간의 픽션을 가미하여 이 영화를 만들었다고 하는데, 궁금한 것은 그 안에서 그래도 뭔가 영화를 보는 이들에게 말하고자 하는 메시지가 있었을 텐데, 내가 뭐가 부족한지는 모르겠으나, 나는 영화가 끝나고 나서도 당최 감독이 어떤 의도로 이 영화를 만들었는지 알 수가 없다.. 만약에 배꼽을 잡고 웃을 수 있는 코미디 영화라면 딱히 무슨 메시지가 필요하지 않아도 되겠지만, 이 영화는 딱히 그런 류의 영화도 아니다.. 설정 자체가 좀 재미있는 데다가 아주 부분적으로 웃긴 부분이 좀 있기는 하지만, 그렇다고 해서 코미디영화라고 부를 정도의 수준은 아니다.. 그렇다고 이 영화를 다큐멘터러리로 볼 수도 없는 상황이 되어버렸는데, 정말 간만에 영화를 본 시간이 아깝다는 생각이 든 영화다..,주인공 Elvis Presley를 연기한 배우가 Michael Shannon이라는 배우인데, 어디서 봤다 싶었는데, 슈퍼맨 영화인 <Man of Steel>에서 Zod 장군으로 출연한 배우였다.. 개인적으로는 사실 Elvis Presley와의 싱크로율은 많이 떨어지는 배우가 아닌가 싶은데, 그래도 나름 그를 연기하기 위해 그의 말투나 몸동작 같은 것을 연구를 많이 했던 것으로 보이기는 하지만, 외모적으로 일단 싱크로율이 떨어지는 데다가 1970년데 일어난 일이니 Elvis Presley가 30대 중반일 때 있었던 일인데도 불구하고, 영화에서 비춰지는 Elvis Presley의 모습은 아무리 잘 봐줘도 40대 후반에서 50대 초반 정도의 아저씨의 모습이라는 점이다.. Michael Shannon이라는 배우가 1974년생이고, 이 영화가 2013년도 작품이니 그의 나이가 대략 30대 후반에 찍은 것이긴 하나 스크린에 비춰진 그의 외모는 30대 후반이라고 하기에는 조금 무리가 있지 않나 한다.. 내가 Elvis Presley의 각종 뮤직비디오나 그와 관련한 영상을 통해 본 그의 모습은 상당히 젊고 섹시한 모습인데, 그 모습과는 너무 동떨어진 모습이다 보니 아무리 말투와 몸동작을 흉내낸다고 해도 감정이입이 되기가 너무 힘들다.. 차라리 Nixon대통령을 연기한 Kevin Spacey의 경우는 상당히 높은 싱크로율을 보였다고 본다.. 근간에 성추문으로 인해 나락으로 떨어지면서 거의 배우인생을 접다시피한 거나 다름 없어진 상태이긴 하지만, 외형적인 면에서는 상당히 비슷한 느낌을 받았다.. 그 외에 그나마 영화를 통틀어 위안거리라고 한다면 미국에서 대통령을 직접 만나기 위한 과정이 어떻게 되는가를 알게 됐다는 거 정도..?,지극히 개인적인 의견으로는 특별한 감동이나 유머도 없고, 무슨 메시지가 있는 것도 아닌 영화이다 보니, 아무리 시간이 많아도 굳이 볼 필요가 있을까 싶은 영화라고 본다..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,추천하였습니다."
